/vref_c (temperature=0) X,/vref_c (temperature=0) Y,/vref_c (temperature=27) X,/vref_c (temperature=27) Y,/vref_c (temperature=100) X,/vref_c (temperature=100) Y,/vref_p (temperature=0) X,/vref_p (temperature=0) Y,/vref_p (temperature=27) X,/vref_p (temperature=27) Y,/vref_p (temperature=100) X,/vref_p (temperature=100) Y
0.08400000000000006,0.08392455249701188,0.08400000000000006,0.0839660561453512,0.08400000000000006,0.083969509121526,0.08400000000000006,0.002284995979369606,0.08400000000000006,0.005095337295639941,0.08400000000000006,0.02246022374419469
0.08500000000000006,0.08492434837436742,0.08500000000000006,0.08496584429862603,0.08500000000000006,0.08496889174768339,0.08500000000000006,0.002350190358792347,0.08500000000000006,0.005220761122994831,0.08500000000000006,0.0228464242347127
0.08600000000000006,0.08592415219288874,0.08600000000000006,0.08596563638618331,0.08600000000000006,0.08596826132465299,0.08600000000000006,0.002417048524982706,0.08600000000000006,0.005348641908509947,0.08600000000000006,0.02323522476452585
0.08700000000000006,0.08692396362352887,0.08700000000000006,0.08696543236364761,0.08700000000000006,0.08696761744709629,0.08700000000000006,0.002485609852289693,0.08700000000000006,0.005479016613041833,0.08700000000000006,0.02362660042416594
0.08800000000000006,0.08792378248933347,0.08800000000000006,0.08796523218942694,0.08800000000000006,0.08796695969920207,0.08800000000000006,0.002555914064905989,0.08800000000000006,0.005611921701343574,0.08800000000000006,0.02402052549715945
0.08900000000000007,0.08892360849904844,0.08900000000000007,0.08896503579199291,0.08900000000000007,0.08896628765441378,0.08900000000000007,0.002628001161082743,0.08900000000000007,0.005747393065951695,0.08900000000000007,0.02441697348750504
0.09000000000000007,0.08992344149093809,0.09000000000000007,0.08996484315499741,0.09000000000000007,0.08996560087521928,0.09000000000000007,0.002701911382489804,0.09000000000000007,0.005885466000785917,0.09000000000000007,0.02481591714901526
0.09100000000000007,0.09092328121395381,0.09100000000000007,0.09096465422755154,0.09100000000000007,0.09096489891284859,0.09100000000000007,0.002777685136722633,0.09100000000000007,0.00602617506739742,0.09100000000000007,0.02521732851638557
0.09200000000000007,0.09192312750834462,0.09200000000000007,0.09196446897855956,0.09200000000000007,0.09196418130705253,0.09200000000000007,0.002855362956634899,0.09200000000000007,0.006169554064616506,0.09200000000000007,0.02562117893835441
0.09300000000000007,0.09292298020929868,0.09300000000000007,0.09296428738143869,0.09300000000000007,0.09296344758581276,0.09300000000000007,0.002934985407698272,0.09300000000000007,0.006315635938141493,0.09300000000000007,0.02602743911246045
0.09400000000000007,0.09392283913581997,0.09400000000000007,0.0939641094089268,0.09400000000000007,0.09396269726510509,0.09400000000000007,0.003016593039485392,0.09400000000000007,0.006464452671149216,0.09400000000000007,0.02643607912186833
0.09500000000000007,0.09492270415155869,0.09500000000000007,0.09496393501905254,0.09500000000000007,0.09496192984858533,0.09500000000000007,0.003100226309765724,0.09500000000000007,0.006616035251849702,0.09500000000000007,0.02684706847394408
0.09600000000000007,0.09592257513918216,0.09600000000000007,0.0959637642348605,0.09600000000000007,0.09596114482742259,0.09600000000000007,0.003185925479407615,0.09600000000000007,0.006770413527640934,0.09600000000000007,0.02726037614073145
0.09700000000000007,0.09692245196375052,0.09700000000000007,0.09696359701133567,0.09700000000000007,0.09696034167986772,0.09700000000000007,0.003273730582327199,0.09700000000000007,0.006927616211295894,0.09700000000000007,0.0276759706010173
0.09800000000000007,0.0979223345203601,0.09800000000000007,0.09796343334108966,0.09800000000000007,0.09795951987113539,0.09800000000000007,0.003363681292364372,0.09800000000000007,0.007087670743501689,0.09800000000000007,0.02809381988443617
0.09900000000000007,0.09892222269026471,0.09900000000000007,0.09896327322628452,0.09900000000000007,0.09895867885305917,0.09900000000000007,0.003455816898533789,0.09900000000000007,0.007250603230003146,0.09900000000000007,0.02851389161696464
0.1000000000000001,0.09992211641716522,0.1000000000000001,0.09996311665018134,0.1000000000000001,0.09995781806382528,0.1000000000000001,0.003550176173157782,0.1000000000000001,0.007416438351679895,0.1000000000000001,0.02893615306830297
0.1010000000000001,0.1009220155980237,0.1010000000000001,0.1009629636122512,0.1010000000000001,0.1009569369277438,0.1010000000000001,0.003646797317278141,0.1010000000000001,0.007585199370499071,0.1010000000000001,0.02936057120068644
0.1020000000000001,0.1019219201669438,0.1020000000000001,0.101962814125971,0.1020000000000001,0.1019560348549014,0.1020000000000001,0.003745717873669722,0.1020000000000001,0.007756907973284946,0.1020000000000001,0.0297871127192342
